dc_id,name,provider,address,municipality,state,latitude,longitude,state_from_coords,coord_state_mismatch,MW_total_power,mw_flagged_outlier,miles_to_nearest_airport,sqft_colocation_space,sqft_total_space,url,number,street,est_mw,mw_source,wet_bulb_c,climate_adj,est_liters_per_day,est_liters_per_day_low,est_liters_per_day_high,wue_default,bws_score,bws_category,stress_stressor_match,operator_class,is_hyperscaler_self,is_colocation_major,is_colocation_secondary,is_cable_telecom,is_edge_micro,is_cdn_isp,is_enterprise_self,is_disclosed_mw,lat_lon_grid_cell,lat_lon_grid_id,is_hawaii_alaska,is_water_stressed_state,cooling_type
DC-00931,Data Canopy: Dallas (Carrollton),Data Canopy,"1649 West Frankford Road, Carrollton, TX, USA",Carrollton,TX,32.9930675,-96.9320286,TX,False,60.0,False,8.7,400000.0,670000.0,https://datacenters.com/data-canopy-dallas-carrollton,1649.0,West Frankford Road,60.0,disclosed,15.2013698630137,1.006041095890411,1277752.6750684928,638876.3375342464,1916629.012602739,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00932,MOD Mission Critical: BND1 - One Neck Data Center PoP,MOD Mission Critical,"20845 Sockeye Place, Bend, OR, USA",Bend,OR,44.08666096209186,-121.28278216906476,OR,False,,False,237.37,,30000.0,https://datacenters.com/mod-mission-critical-bnd1-one-neck-pop,20845.0,Sockeye Place,10.0,heuristic:colocation_secondary,5.18054794520548,1.0,211680.0,105840.0,317520.0,1.8,1.569,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,44N-121W,157,False,False,unknown
DC-00933,Lumen: Metairie 1 Data Center,Lumen,"3220 Lausat Street, Metairie, LA, USA",Metairie,LA,29.97229475,-90.15784515103206,LA,False,,False,5.6,1270.0,20000.0,https://datacenters.com/lumen-metairie-1,3220.0,Lausat Street,10.0,heuristic:colocation_secondary,18.756438356164384,1.1126931506849316,235534.88613698632,117767.44306849316,353302.3292054795,1.8,1.132,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,29N-090W,12,False,False,unknown
DC-00934,"NETdepot: NETdepot - Spring, TX",NETdepot,"2626 Spring Cypress Road, Spring, TX 77388, USA",Spring,TX,30.07163163971149,-95.4421848943759,TX,False,,False,,,,https://datacenters.com/netdepot-netdepot-spring-tx,2626.0,Spring Cypress Road,10.0,heuristic:colocation_secondary,18.00986301369863,1.090295890410959,230793.8340821918,115396.9170410959,346190.7511232877,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,30N-095W,20,False,False,unknown
DC-00935,Zenlayer: LAX5 Los Angeles Data Center,Zenlayer,"600 W 7th St, Los Angeles, CA, USA",Los Angeles,CA,34.0473499,-118.256999,CA,False,,False,11.19,,,https://datacenters.com/zenlayer-lax5-los-angeles,600.0,W 7th St,10.0,heuristic:colocation_secondary,12.746849315068497,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,34N-118W,52,False,True,unknown
DC-00936,"FOGO Solutions: Atlanta, GA",FOGO Solutions,"56 Marietta St NW, Atlanta, GA 30303, USA",Atlanta,GA,33.7583265,-84.3938278,GA,False,,False,8.08,,,https://datacenters.com/fogo-solutions-atlanta-ga,56.0,Marietta St NW,10.0,heuristic:colocation_secondary,13.568767123287673,1.0,211680.0,105840.0,317520.0,1.8,1.889,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,33N-084W,36,False,False,unknown
DC-00937,Data Canopy: Louisville,Data Canopy,"1208 Quality Choice Place, Louisville, KY 40210, USA",Louisville,KY,38.23706615,-85.77383499637676,KY,False,2.0,False,4.35,8130.0,,https://datacenters.com/data-canopy-louisville,1208.0,Quality Choice Place,2.0,disclosed,11.063013698630137,1.0,42336.0,21168.0,63504.0,1.8,0.888,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,38N-085W,84,False,False,unknown
DC-00938,Atlantic.net: Dallas Data Center,Atlantic.net,"2323 Bryan Street, Dallas, TX, USA",Dallas,TX,32.78697608163265,-96.79400534693876,TX,False,4.5,False,15.54,118000.0,230000.0,https://datacenters.com/atlantic-net-dallas,2323.0,Bryan Street,4.5,disclosed,15.338630136986302,1.010158904109589,96223.69656986302,48111.84828493151,144335.54485479454,1.8,2.681,Medium-High,False,cable_telecom,False,False,False,True,False,False,False,True,32N-096W,31,False,False,unknown
DC-00939,RACK59 Data Center: Oklahoma Data Center,RACK59 Data Center,"7725 West Reno Avenue, Oklahoma City, Oklahoma, USA",Oklahoma City,OK,35.4672049,-97.6497453,OK,False,40.0,False,5.6,15000.0,250000.0,https://datacenters.com/rack59-oklahoma,7725.0,West Reno Avenue,40.0,disclosed,12.352054794520548,1.0,846720.0,423360.0,1270080.0,1.8,1.256,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,True,35N-097W,60,False,False,unknown
DC-00940,NTT Communications: Ashburn VA1 Virginia Data Center,NTT Communications,"21715 Filigree Court, Ashburn, VA, USA",Ashburn,VA,39.0163313,-77.45876232933266,VA,False,14.0,False,4.35,18944.48,150000.0,https://datacenters.com/ntt-communications-ashburn-va1-virginia,21715.0,Filigree Court,14.0,disclosed,10.42958904109589,1.0,296351.99999999994,148175.99999999997,444527.9999999999,1.8,1.94,Low-Medium,False,cable_telecom,False,False,False,True,False,False,False,True,39N-077W,93,False,False,unknown
DC-00941,MOD Mission Critical: PO1 - Pittock Bldg 1547 Portland Data Center PoP,MOD Mission Critical,"921 Southwest Washington Street, Portland, OR, USA",Portland,OR,45.5214889,-122.680807,OR,False,8.0,False,6.22,81906.0,302262.0,https://datacenters.com/mod-mission-critical-po1-pittock-bldg-1547-portland-pop,921.0,Southwest Washington Street,8.0,disclosed,8.815068493150685,1.0,169344.0,84672.0,254016.0,1.8,1.569,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,True,45N-122W,162,False,False,unknown
DC-00942,Psychz Networks: Chicago Data Center,Psychz Networks,"600 South Federal Street, Chicago, IL, USA",Chicago,IL,41.87430605,-87.62994041963549,IL,False,10.0,False,15.54,,142000.0,https://datacenters.com/psychz-networks-chicago,600.0,South Federal Street,10.0,disclosed,8.263561643835615,1.0,211680.0,105840.0,317520.0,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,41N-087W,122,False,False,unknown
DC-00943,FirstLight: Lebanon Data Center,FirstLight,"16 Cavendish Court, Lebanon, NH, USA",Lebanon,NH,43.67888255,-72.25614767446305,NH,False,,False,109.99,,,https://datacenters.com/firstlight-lebanon,16.0,Cavendish Court,10.0,heuristic:colocation_secondary,5.792054794520547,1.0,211680.0,105840.0,317520.0,1.8,1.585,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,43N-072W,144,False,False,unknown
DC-00944,Element Critical: Silicon Valley One Data Center,Element Critical,"1360 Kifer Road, Sunnyvale, CA, USA",Sunnyvale,CA,37.373879739908766,-122.00260860512226,CA,False,7.0,False,3.11,80000.0,96100.0,https://datacenters.com/element-critical-silicon-valley-one,1360.0,Kifer Road,7.0,disclosed,11.163013698630136,1.0,148175.99999999997,74087.99999999999,222264.0,1.8,3.724,High,True,unknown,False,False,False,False,False,False,False,True,37N-122W,81,False,True,unknown
DC-00945,DartPoints: Baton Rouge Data Center 1,DartPoints,"7127 Florida Boulevard, Baton Rouge, LA, USA",Baton Rouge,LA,30.4517169080132,-91.11651970893756,LA,False,,False,5.6,,27000.0,https://datacenters.com/dartpoints-baton-rouge-1,7127.0,Florida Boulevard,0.2,heuristic:edge_micro,17.836164383561645,1.0850849315068494,4593.815566027397,2296.9077830136985,6890.723349041095,1.8,1.132,Low-Medium,False,edge_micro,False,False,False,False,True,False,False,False,30N-091W,19,False,False,unknown
DC-00946,Cogent Communications: Pasadena Data Center,Cogent Communications,"2947 Bradley Street, Pasadena, CA, USA",Pasadena,CA,34.16691819300021,-118.08814779801222,CA,False,,False,23.62,48627.0,48627.0,https://datacenters.com/cogent-communications-pasadena,2947.0,Bradley Street,10.0,heuristic:colocation_secondary,11.81452054794521,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,34N-118W,52,False,True,unknown
DC-00947,MOD Mission Critical: AU1 - Data Foundry Data Center PoP,MOD Mission Critical,"7401 East Ben White Boulevard, Austin, TX, USA",Austin,TX,30.214974,-97.69497412692968,TX,False,,False,1.87,,40000.0,https://datacenters.com/mod-mission-critical-au1-data-foundry-pop,7401.0,East Ben White Boulevard,10.0,heuristic:colocation_secondary,16.902465753424657,1.0570739726027396,223761.41852054792,111880.70926027396,335642.1277808219,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,30N-097W,22,False,False,unknown
DC-00948,iTel Networks Inc.: Detroit Clay St Data Center,iTel Networks Inc.,"1545 Clay Street, Detroit, MI, USA",Detroit,MI,42.37915412019285,-83.06075836650966,MI,False,,False,18.65,,,https://datacenters.com/itel-networks-inc-detroit-clay-st,1545.0,Clay Street,10.0,heuristic:colocation_secondary,7.895068493150686,1.0,211680.0,105840.0,317520.0,1.8,0.327,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,42N-083W,134,False,False,unknown
DC-00949,ManagedWay: Detroit Data Center TYM2,ManagedWay,"600 Executive Drive, Troy, MI, USA",Troy,MI,42.54005101599888,-83.09919530095087,MI,False,4.0,False,30.0,25000.0,50000.0,https://datacenters.com/managedway-detroit-tym2,600.0,Executive Drive,4.0,disclosed,7.404657534246575,1.0,84672.0,42336.0,127008.0,1.8,0.327,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,42N-083W,134,False,False,unknown
DC-00950,Prime Data Centers: Prime Chicago - 1501 Midway Ct.,Prime Data Centers,"1501 Midway Ct, Elk Grove Village, IL, USA",Elk Grove Village,IL,42.025285,-87.964361,IL,False,54.0,False,4.35,156000.0,354000.0,https://datacenters.com/prime-prime-chicago-1501-midway-ct,1501.0,Midway Ct,54.0,disclosed,7.767123287671233,1.0,1143072.0,571536.0,1714608.0,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,42N-087W,137,False,False,unknown
DC-00951,INAP: New York 2 Data Center,INAP,"375 Pearl Street, New York, NY, USA",New York,NY,40.69279,-73.9878959967973,NY,False,20.0,False,12.4,54000.0,54000.0,https://datacenters.com/inap-new-york-2,375.0,Pearl Street,20.0,disclosed,10.00054794520548,1.0,423360.0,211680.0,635040.0,1.8,0.834,Low,False,colocation_major,False,True,False,False,False,False,False,True,40N-073W,104,False,False,unknown
DC-00952,QTS Data Centers: New Albany 1 Data Center,QTS Data Centers,"1235 Beech Road Southwest, New Albany, OH, USA",New Albany,OH,40.06903526580869,-82.754113401138,OH,False,,False,8.27,,,https://datacenters.com/qts-new-albany-1,1235.0,Beech Road Southwest,20.0,heuristic:colocation_major,8.823287671232876,1.0,423360.0,211680.0,635040.0,1.8,1.279,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,40N-082W,110,False,False,unknown
DC-00953,MOD Mission Critical: DC1 - DC1 Data Center PoP,MOD Mission Critical,"21711 Filigree Court, Ashburn, VA, USA",Ashburn,VA,39.015528450000005,-77.46034102573952,VA,False,,False,4.39,19935.0,43356.0,https://datacenters.com/mod-mission-critical-dc1-dc1-pop,21711.0,Filigree Court,10.0,heuristic:colocation_secondary,10.42958904109589,1.0,211680.0,105840.0,317520.0,1.8,1.94,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,39N-077W,93,False,False,unknown
DC-00954,MOD Mission Critical: AT2 - Flexential Alpharetta Data Center PoP,MOD Mission Critical,"12655 Edison Drive, Alpharetta, GA, USA",Alpharetta,GA,34.08701705,-84.25182534957617,GA,False,6.0,False,32.32,10000.0,142475.0,https://datacenters.com/mod-mission-critical-at2-flexential-alpharetta-pop,12655.0,Edison Drive,6.0,disclosed,13.19041095890411,1.0,127008.0,63503.99999999999,190512.0,1.8,1.889,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,True,34N-084W,46,False,False,unknown
DC-00955,Lumen: Broadview 1 Data Center,Lumen,"2101 Roberts Drive, Broadview, IL, USA",Broadview,IL,41.854231,-87.857769,IL,False,,False,8.7,8917.0,60000.0,https://datacenters.com/lumen-broadview-1,2101.0,Roberts Drive,10.0,heuristic:colocation_secondary,7.887671232876713,1.0,211680.0,105840.0,317520.0,1.8,0.75,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,41N-087W,122,False,False,unknown
DC-00956,Lumen: Manchester 1 Data Center,Lumen,"19700 CA-1, Manchester, CA, USA",Manchester,CA,38.96718779909359,-123.68706589546356,CA,False,,False,116.82,1768.0,10000.0,https://datacenters.com/lumen-manchester-1,19700.0,CA-1,10.0,heuristic:colocation_secondary,10.578082191780824,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,38N-123W,90,False,True,unknown
DC-00957,Lunavi: DEN1 Denver Data Center,Lunavi,"4300 Brighton Blvd, Denver, CO, USA",Denver,CO,39.77737055,-104.9682755694162,CO,False,,False,16.16,,,https://datacenters.com/lunavi-den1-denver,4300.0,Brighton Blvd,10.0,heuristic:colocation_secondary,4.255890410958903,1.0,211680.0,105840.0,317520.0,1.8,3.424,High,True,colocation_secondary,False,False,True,False,False,False,False,False,39N-104W,101,False,True,unknown
DC-00958,LeaseWeb: Dallas DAL-13 Data Center,LeaseWeb,"1950 North Stemmons Freeway, Dallas, TX 75207, USA",Dallas,TX,32.800965950000005,-96.81952300449768,TX,False,2.25,False,14.3,13000.0,,https://datacenters.com/leaseweb-dallas-dal-13,1950.0,North Stemmons Freeway,2.25,disclosed,15.338630136986302,1.010158904109589,48111.84828493151,24055.92414246576,72167.77242739727,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00959,Segra: Raleigh Data Center,Segra,"2100 Garner Station Boulevard, Raleigh, NC, USA",Raleigh,NC,35.72499205,-78.6623631815708,NC,False,2.5,False,12.43,7800.0,50000.0,https://datacenters.com/segra-raleigh,2100.0,Garner Station Boulevard,2.5,disclosed,13.033150684931508,1.0,52920.0,26460.0,79380.0,1.8,2.498,Medium-High,False,unknown,False,False,False,False,False,False,False,True,35N-078W,54,False,False,unknown
DC-00960,Vantage Data Centers: VA2 Ashburn Data Center Campus,Vantage Data Centers,"22435 Glenn Drive, Sterling, VA 20164, USA",Sterling,VA,38.99032040984585,-77.42437103001113,VA,False,96.0,False,3.46,80000.0,80000.0,https://datacenters.com/vantage-va2-ashburn-campus,22435.0,Glenn Drive,96.0,disclosed,10.42958904109589,1.0,2032128.0,1016064.0,3048191.9999999995,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,38N-077W,82,False,False,unknown
DC-00961,Hivelocity: ORD1 Chicago Data Center,Hivelocity,"350 East Cermak Road, Chicago, IL, USA",Chicago,IL,41.85375365,-87.6183797609595,IL,False,,False,16.78,,,https://datacenters.com/hivelocity-ord1-chicago,350.0,East Cermak Road,20.0,heuristic:colocation_major,8.263561643835615,1.0,423360.0,211680.0,635040.0,1.8,0.75,Low,False,colocation_major,False,True,False,False,False,False,False,False,41N-087W,122,False,False,unknown
DC-00962,MOD Mission Critical: MOR1 - Flexential Morrisville Data Center PoP,MOD Mission Critical,"5150 McCrimmon Parkway, Morrisville, NC, USA",Morrisville,NC,35.8505281,-78.8291431,NC,False,4.31,False,2.49,15500.0,99976.0,https://datacenters.com/mod-mission-critical-mor1-flexential-morrisville-pop,5150.0,McCrimmon Parkway,4.31,disclosed,12.866575342465756,1.0,91234.08,45617.04,136851.12,1.8,2.498,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,35N-078W,54,False,False,unknown
DC-00963,MOD Mission Critical: EVE1 - Ziply Everett WA Data Center PoP,MOD Mission Critical,"426 East Casino Road, Everett, WA, USA",Everett,WA,47.9211763,-122.22700002741377,WA,False,,False,32.32,,,https://datacenters.com/mod-mission-critical-eve1-ziply-everett-wa-pop,426.0,East Casino Road,10.0,heuristic:colocation_secondary,7.972328767123288,1.0,211680.0,105840.0,317520.0,1.8,0.903,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,47N-122W,169,False,False,unknown
DC-00964,Prov.net/IronTrust Networks: Boston North,Prov.net/IronTrust Networks,"187 Billerica Road, Chelmsford, MA, USA",Chelmsford,MA,42.59707885,-71.33178525806618,MA,False,1.0,False,,5000.0,8000.0,https://datacenters.com/prov-net-irontrust-networks-boston-north,187.0,Billerica Road,1.0,disclosed,8.076164383561643,1.0,21168.0,10584.0,31752.0,1.8,2.012,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,42N-071W,130,False,False,unknown
DC-00965,INOC Data Centers: Downtown Data Center - ALB1,INOC Data Centers,"80 State Street, Albany, NY, USA",Albany,NY,42.64935305,-73.75274525032842,NY,False,0.4,False,6.8,,4000.0,https://datacenters.com/inoc-downtown-alb1,80.0,State Street,0.4,disclosed,8.054794520547945,1.0,8467.199999999999,4233.599999999999,12700.8,1.8,0.834,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,42N-073W,132,False,False,unknown
DC-00966,Hivelocity: Albany Data Center,Hivelocity,"175 Old Loudon Road, Latham, NY, USA",Latham,NY,42.745436350000006,-73.75920168636466,NY,False,,False,1.87,,11200.0,https://datacenters.com/hivelocity-albany,175.0,Old Loudon Road,20.0,heuristic:colocation_major,7.927123287671232,1.0,423360.0,211680.0,635040.0,1.8,0.834,Low,False,colocation_major,False,True,False,False,False,False,False,False,42N-073W,132,False,False,unknown
DC-00967,Latitude.sh: Dallas,Latitude.sh,"1950 N Stemmons Fwy #1032, Dallas, TX, USA",Dallas,TX,32.800965950000005,-96.81952300449768,TX,False,,False,14.3,,,https://datacenters.com/latitude-sh-dallas,1950.0,N Stemmons Fwy #1032,10.0,heuristic:colocation_secondary,15.338630136986302,1.010158904109589,213830.43682191783,106915.21841095891,320745.6552328768,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,32N-096W,31,False,False,unknown
DC-00968,China Telecom: NY8 Data Center,China Telecom,"60 Hudson Street, New York, NY 10013, USA",New York,NY,40.7176412,-74.00827524446427,NY,False,,False,8.12,,,https://datacenters.com/china-telecom-ny8,60.0,Hudson Street,10.0,heuristic:colocation_secondary,9.82876712328767,1.0,211680.0,105840.0,317520.0,1.8,0.834,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,40N-074W,105,False,False,unknown
DC-00969,Colocation Northwest: Bellevue Data Center,Colocation Northwest,"15400 Southeast 30th Place, Bellevue, WA, USA",Bellevue,WA,47.58339845,-122.13474410145386,WA,False,1.0,False,11.81,6400.0,7000.0,https://datacenters.com/colocation-northwest-bellevue,15400.0,Southeast 30th Place,1.0,disclosed,8.18,1.0,21168.0,10584.0,31752.0,1.8,0.903,Low,False,unknown,False,False,False,False,False,False,False,True,47N-122W,169,False,False,unknown
DC-00970,FirstLight: Burlington Data Center,FirstLight,"45 Krupp Drive, Williston, VT, USA",Williston,VT,44.4498540806611,-73.13019577253505,VT,False,,False,1.87,,20000.0,https://datacenters.com/firstlight-burlington,45.0,Krupp Drive,10.0,heuristic:colocation_secondary,6.771506849315069,1.0,211680.0,105840.0,317520.0,1.8,1.065,Low-Medium,False,colocation_secondary,False,False,True,False,False,False,False,False,44N-073W,152,False,False,unknown
DC-00971,Opus Interactive: Dallas Data Center,Opus Interactive,"400 South Akard Street, Dallas, TX, USA",Dallas,TX,32.778320550000004,-96.7985002392905,TX,False,28.8,False,15.54,130000.0,,https://datacenters.com/opus-interactive-dallas,400.0,South Akard Street,28.8,disclosed,15.338630136986302,1.010158904109589,615831.6580471232,307915.8290235616,923747.4870706848,1.8,2.681,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,True,32N-096W,31,False,False,unknown
DC-00972,ColoCrossing: LA1 - Los Angeles Data Center,ColoCrossing,"530 West 6th Street, Los Angeles, CA, USA",Los Angeles,CA,33.73884114285714,-118.28863897959184,CA,False,27.0,False,11.19,,50000.0,https://datacenters.com/colocrossing-la1-los-angeles,530.0,West 6th Street,27.0,disclosed,13.083287671232878,1.0,571536.0,285768.0,857304.0,1.8,3.724,High,True,unknown,False,False,False,False,False,False,False,True,33N-118W,43,False,True,unknown
DC-00973,ColoCrossing: GA1 - Atlanta Data Center,ColoCrossing,"1130 Powers Ferry Place, Marietta, GA, USA",Marietta,GA,33.924006345084614,-84.48240908168205,GA,False,1.6,False,19.89,,10000.0,https://datacenters.com/colocrossing-ga1-atlanta,1130.0,Powers Ferry Place,1.6,disclosed,13.374246575342466,1.0,33868.8,16934.399999999998,50803.2,1.8,1.889,Low-Medium,False,unknown,False,False,False,False,False,False,False,True,33N-084W,36,False,False,unknown
DC-00974,HudsonIX: 60 Hudson NYC Data Center,HudsonIX,"60 Hudson Street, Hudson Street, New York, NY, USA",Hudson Street,NY,40.7176412,-74.00827524446427,NY,False,15.0,False,8.7,,120000.0,https://datacenters.com/hudsonix-60-hudson-nyc,60.0,Hudson Street,15.0,disclosed,9.82876712328767,1.0,317519.99999999994,158759.99999999997,476279.9999999999,1.8,0.834,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,40N-074W,105,False,False,unknown
DC-00975,China Telecom: Cyxtera LA1 Data Center,China Telecom,"200 N Nash St, El Segundo, CA 90245, USA",El Segundo,CA,33.9176631,-118.38635558122915,CA,False,,False,1.87,,,https://datacenters.com/china-telecom-cyxtera-la1,200.0,N Nash St,10.0,heuristic:colocation_secondary,12.90082191780822,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,33N-118W,43,False,True,unknown
DC-00976,Vultr: Los Angeles,Vultr,"Los Angeles, CA, USA",CA,CA,34.0536909,-118.242766,CA,False,,False,11.81,,,https://datacenters.com/vultr-los-angeles,,Los Angeles,20.0,heuristic:colocation_major,12.746849315068497,1.0,423360.0,211680.0,635040.0,1.8,3.724,High,True,colocation_major,False,True,False,False,False,False,False,False,34N-118W,52,False,True,unknown
DC-00977,DataBank: MSP1 West Twin Cities Data Center,DataBank,"7700 France Ave S, Edina, MN, USA",Edina,MN,44.86282955,-93.33055565,MN,False,1.35,False,5.6,26240.0,,https://datacenters.com/databank-msp1-west-twin-cities,7700.0,France Ave S,1.35,disclosed,5.9468493150684925,1.0,28576.8,14288.4,42865.2,1.8,1.669,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,True,44N-093W,155,False,False,unknown
DC-00978,Lumen: Modesto 1 Data Center,Lumen,"1224 13th Street, Modesto, CA, USA",Modesto,CA,37.644928285714286,-120.9999815510204,CA,False,,False,75.19,1124.0,3406.0,https://datacenters.com/lumen-modesto-1,1224.0,13th Street,10.0,heuristic:colocation_secondary,11.347123287671234,1.0,211680.0,105840.0,317520.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,False,37N-120W,79,False,True,unknown
DC-00979,H5 Data Centers: Philadelphia Data Center,H5 Data Centers,"1500 Spring Garden Street, Philadelphia, PA, USA",Philadelphia,PA,39.9621861,-75.16400961399813,PA,False,,False,6.84,,72000.0,https://datacenters.com/h5-philadelphia,1500.0,Spring Garden Street,20.0,heuristic:colocation_major,10.252328767123288,1.0,423360.0,211680.0,635040.0,1.8,1.225,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,39N-075W,91,False,False,unknown
DC-00980,Lunavi: Westin Seattle Data Center,Lunavi,"2001 6th Avenue, Seattle, WA, USA",Seattle,WA,47.61435475,-122.33886370511684,WA,False,0.56,False,11.2,,,https://datacenters.com/lunavi-westin-seattle,2001.0,6th Avenue,0.56,disclosed,8.805753424657533,1.0,11854.08,5927.04,17781.12,1.8,0.903,Low,False,colocation_secondary,False,False,True,False,False,False,False,True,47N-122W,169,False,False,unknown
DC-00981,TierPoint: Omaha - Bellevue Data Center,TierPoint,"1001 Fort Crook Road North, Bellevue, NE 68005, USA",Bellevue,NE,41.17806835,-95.92507747501148,NE,False,,False,8.08,21000.0,100000.0,https://datacenters.com/tierpoint-omaha-bellevue,1001.0,Fort Crook Road North,20.0,heuristic:colocation_major,8.498904109589041,1.0,423360.0,211680.0,635040.0,1.8,3.16,High,True,colocation_major,False,True,False,False,False,False,False,False,41N-095W,126,False,True,unknown
DC-00982,Prov.net/IronTrust Networks: Providence 2,Prov.net/IronTrust Networks,"1155 Westminster Street, Providence, RI, USA",Providence,RI,41.81707344679039,-71.42774295256093,RI,False,,False,42.88,,,https://datacenters.com/prov-net-irontrust-networks-providence-2,1155.0,Westminster Street,10.0,heuristic:colocation_secondary,8.785479452054794,1.0,211680.0,105840.0,317520.0,1.8,2.292,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,41N-071W,116,False,False,unknown
DC-00983,EdgeConnex: DET01 Detroit Data Center,EdgeConnex,"21005 Lahser Road, Southfield, MI, USA",Southfield,MI,42.446238199099234,-83.25949217723091,MI,False,1.5,False,16.78,,39900.0,https://datacenters.com/edgeconnex-det01-detroit,21005.0,Lahser Road,1.5,disclosed,7.570136986301369,1.0,31752.0,15875.999999999998,47627.99999999999,1.8,0.327,Low,False,colocation_major,False,True,False,False,False,False,False,True,42N-083W,134,False,False,unknown
DC-00984,Massive Networks: Englewood Data Center,Massive Networks,"382 South Arthur Avenue, Louisville, CO, USA",Louisville,CO,39.96551885,-105.12432615565392,CO,False,,False,24.86,4800.0,,https://datacenters.com/massive-networks-englewood,382.0,South Arthur Avenue,10.0,heuristic:colocation_secondary,4.360821917808219,1.0,211680.0,105840.0,317520.0,1.8,3.424,High,True,colocation_secondary,False,False,True,False,False,False,False,False,39N-105W,102,False,True,unknown
DC-00985,Cogent Communications: Miami Data Center,Cogent Communications,"200 Southeast 1st Street, Miami, FL, USA",Miami,FL,25.7733112,-80.1900581,FL,False,,False,6.22,5386.0,141687.0,https://datacenters.com/cogent-communications-miami,200.0,Southeast 1st Street,10.0,heuristic:colocation_secondary,21.72684931506849,1.2018054794520547,254398.18389041096,127199.09194520548,381597.27583561646,1.8,2.559,Medium-High,False,colocation_secondary,False,False,True,False,False,False,False,False,25N-080W,2,False,False,unknown
DC-00986,Prime Data Centers: Prime Santa Clara - 1231 Comstock,Prime Data Centers,"1231 Comstock Street, Santa Clara, CA, USA",Santa Clara,CA,37.375002,-121.95487751669192,CA,False,9.0,False,1.25,,92000.0,https://datacenters.com/prime-prime-santa-clara-1231-comstock,1231.0,Comstock Street,9.0,disclosed,11.20082191780822,1.0,190512.0,95256.0,285768.0,1.8,3.724,High,True,colocation_secondary,False,False,True,False,False,False,False,True,37N-121W,80,False,True,unknown
DC-00987,ByteGrid: Lynnwood Data Center,ByteGrid,"4200 194th Street Southwest, Lynnwood, Washington 98036, USA",Lynnwood,WA,47.822783,-122.29113838171249,WA,False,,False,25.48,15941.0,45000.0,https://datacenters.com/bytegrid-lynnwood,4200.0,194th Street Southwest,10.0,heuristic:colocation_secondary,8.246575342465754,1.0,211680.0,105840.0,317520.0,1.8,0.903,Low,False,colocation_secondary,False,False,True,False,False,False,False,False,47N-122W,169,False,False,unknown
DC-00988,Equinix: DC21 Washington DC IBX Data Center,Equinix,"22175 Beaumeade Circle, Ashburn, VA 20147, U.S.",Ashburn,VA,39.01154475,-77.45471800182239,VA,False,,False,4.35,,36000.0,https://datacenters.com/equinix-dc21-washington-dc-ibx,22175.0,Beaumeade Circle,20.0,heuristic:colocation_major,10.42958904109589,1.0,423360.0,211680.0,635040.0,1.8,1.94,Low-Medium,False,colocation_major,False,True,False,False,False,False,False,False,39N-077W,93,False,False,unknown
